1.000000000000000e+00,-4.000799248414462e+00,1.429169028846112e-01,-9.255571854156553e-01,1.680628383517297e+00,-3.725977742059151e-01
1.000000000000000e+00,-1.478080942019904e-01,3.096381670044590e-01,5.669070194648574e-01,2.079245013276397e+00,1.715489613700364e+00
1.000000000000000e+00,-4.615594321315223e-01,1.076395966161793e+00,1.266708730724114e+00,3.255619078797952e-01,-6.220035493424109e-01
1.000000000000000e+00,5.835512847795825e-01,-9.790224709606224e-01,1.964728110951092e-01,-8.710490056456822e-02,-1.841573560197068e+00
1.000000000000000e+00,-1.147173717241535e+00,-9.161829503061554e-01,9.535080281577009e-01,1.780160822096063e+00,8.697267959882841e-01
1.000000000000000e+00,-8.346128977609168e-01,-6.979349293976602e-01,-1.001238791977702e+00,-1.130863932092101e+00,-9.159056979679678e-01
1.000000000000000e+00,-1.312965220831119e+00,2.909355531064426e-01,-1.435436658674474e+00,6.466579234220485e-01,-4.166763399914699e-01
1.000000000000000e+00,9.151379142715326e-01,7.245203373941839e-02,-1.457985409465206e+00,1.979979734862515e-01,-2.216006820169197e-01
1.000000000000000e+00,-1.399585689882791e+00,3.381393281263178e-01,3.405418806146781e-01,1.829135559115091e-01,-1.323534258177896e+00
1.000000000000000e+00,2.314432723685860e-01,6.458988020686182e-01,7.267920493848377e-02,-4.749648147197460e-02,1.391573035953944e+00
1.000000000000000e+00,-8.116167493972456e-01,-6.893685816015344e-02,-1.211702826256197e+00,1.441477268769260e+00,-2.842844848193263e-01
1.000000000000000e+00,-6.834259044193215e-01,3.135535284189819e-01,-1.237559222204554e+00,9.971175040450700e-02,1.067960491495473e+00
1.000000000000000e+00,1.171200665701151e-01,1.211992880751891e-01,-1.697520504424492e-01,-7.490363479027480e-01,-1.637302070271579e+00
1.000000000000000e+00,-1.215384711124424e+00,5.030772389917616e-01,6.413721414148642e-02,-6.095524743084250e-01,-7.285301479830398e-01
1.000000000000000e+00,-6.728663496881029e-01,-1.054928951040224e+00,1.221986839090294e+00,1.026248864574354e+00,1.726295536838816e+00
1.000000000000000e+00,-3.817564754471238e-01,1.549238040025118e+00,-1.968571297549052e-01,-6.527134356457434e-01,5.738551666211998e-01
1.000000000000000e+00,-2.501138214116350e-02,2.489532178577870e-01,1.243997512086868e+00,-1.528474115661671e+00,-1.773704735954216e-01
1.000000000000000e+00,6.068923656409024e-01,-2.345172208075937e-01,1.459381085715585e+00,1.266763713627242e+00,-7.123887832464028e-01
1.000000000000000e+00,4.384540499977264e-01,-1.336485477703077e+00,8.891543652559954e-01,1.330412806005969e-01,-8.915864518521763e-01
1.000000000000000e+00,4.688194786418907e-02,-6.966963476583566e-01,-2.186196634002378e+00,-1.908077013508052e-01,1.845533518644311e+00
