1.000000000000000e+00,1.806965206263209e+00,-2.002864070728165e+00,-6.733141915322630e-01,-2.279415911348850e-01
1.000000000000000e+00,-5.450154991417846e-02,-4.317328915891462e-01,-1.190172036954549e+00,1.722228641184960e-01
1.000000000000000e+00,-8.967766268808927e-01,1.236013075275184e+00,-4.123253745152559e-02,-5.211100692949326e-01
1.000000000000000e+00,1.661037010174770e+00,6.027981060950642e-01,-5.320919140983783e-01,2.249700181820777e-01
1.000000000000000e+00,-1.978743296971189e-01,-2.819967454954680e-01,1.640211915823145e-01,-1.441710878092973e+00
1.000000000000000e+00,2.301054925043403e-01,1.175212436043567e-01,-1.703776131951586e-01,-7.022251658494714e-01
1.000000000000000e+00,5.203782147278407e-01,-5.451577613497899e-01,-9.143045129665508e-01,-1.507806721758173e+00
1.000000000000000e+00,-1.223029493666024e+00,-2.833667162493653e-01,6.596328946325806e-01,1.665172922568504e+00
1.000000000000000e+00,-5.044904894339865e-02,-1.861494616636082e-01,-5.983205989990328e-01,-1.189655012443721e+00
1.000000000000000e+00,-1.296645222881307e+00,-2.605768622785758e-01,-2.871708287225598e-01,9.991337079486959e-01
1.000000000000000e+00,-5.660560291087673e-01,-7.126084458216240e-01,1.451456084094019e+00,-5.390963223260812e-01
1.000000000000000e+00,-6.670738684152027e-03,-1.434575638122229e+00,-1.846740477865571e+00,-9.163802611278818e-01
1.000000000000000e+00,1.040584984343994e+00,5.815901689842403e-01,4.340828448834491e-01,-5.720280597360939e-03
1.000000000000000e+00,-8.878971639629722e-01,-5.384323803772130e-01,-1.742833897663773e+00,1.501761233316257e+00
1.000000000000000e+00,2.321490379830160e-01,-1.361836412344625e-01,-1.598856470512803e+00,1.047850353901734e+00
1.000000000000000e+00,-7.219280667343031e-02,5.044547228389715e-01,8.663228880546490e-02,4.508584240935561e-01
1.000000000000000e+00,8.785861000159624e-01,-1.873586564649888e+00,3.961892755275076e-02,-8.732983972226371e-01
1.000000000000000e+00,-8.991175654724702e-01,2.357708001941504e-01,-2.473873036505594e-01,-1.466130577793971e+00
1.000000000000000e+00,-2.992240790595788e+00,2.417532871529156e+00,-1.252407182631842e-01,-5.660022501766953e-01
1.000000000000000e+00,-4.765807579339179e-02,-5.187472300700993e-01,1.131683632410874e-01,-6.006461254896202e-01
