1.000000000000000e+00,-4.000799248414462e+00,1.680628383517297e+00,-3.725977742059151e-01
1.000000000000000e+00,-1.478080942019904e-01,2.079245013276397e+00,1.715489613700364e+00
1.000000000000000e+00,-4.615594321315223e-01,3.255619078797952e-01,-6.220035493424109e-01
1.000000000000000e+00,5.835512847795825e-01,-8.710490056456822e-02,-1.841573560197068e+00
1.000000000000000e+00,-1.147173717241535e+00,1.780160822096063e+00,8.697267959882841e-01
1.000000000000000e+00,-8.346128977609168e-01,-1.130863932092101e+00,-9.159056979679678e-01
1.000000000000000e+00,-1.312965220831119e+00,6.466579234220485e-01,-4.166763399914699e-01
1.000000000000000e+00,9.151379142715326e-01,1.979979734862515e-01,-2.216006820169197e-01
1.000000000000000e+00,-1.399585689882791e+00,1.829135559115091e-01,-1.323534258177896e+00
1.000000000000000e+00,2.314432723685860e-01,-4.749648147197460e-02,1.391573035953944e+00
1.000000000000000e+00,-8.116167493972456e-01,1.441477268769260e+00,-2.842844848193263e-01
1.000000000000000e+00,-6.834259044193215e-01,9.971175040450700e-02,1.067960491495473e+00
1.000000000000000e+00,1.171200665701151e-01,-7.490363479027480e-01,-1.637302070271579e+00
1.000000000000000e+00,-1.215384711124424e+00,-6.095524743084250e-01,-7.285301479830398e-01
1.000000000000000e+00,-6.728663496881029e-01,1.026248864574354e+00,1.726295536838816e+00
1.000000000000000e+00,-3.817564754471238e-01,-6.527134356457434e-01,5.738551666211998e-01
1.000000000000000e+00,-2.501138214116350e-02,-1.528474115661671e+00,-1.773704735954216e-01
1.000000000000000e+00,6.068923656409024e-01,1.266763713627242e+00,-7.123887832464028e-01
1.000000000000000e+00,4.384540499977264e-01,1.330412806005969e-01,-8.915864518521763e-01
1.000000000000000e+00,4.688194786418907e-02,-1.908077013508052e-01,1.845533518644311e+00
